0.01 1.86374
0.06 2.00222
0.11 2.25534
0.16 2.36364
0.21 2.38364
0.26 2.38571
0.31 2.38587
0.36 2.38591
0.41 2.38592
0.46 2.38592
0.51 2.38592
0.56 2.38592
0.61 2.38592
0.66 2.38593
0.71 2.38597
0.76 2.3861
0.81 2.38641
0.86 2.38707
0.91 2.38827
0.96 2.3903
1.01 2.39347
1.06 2.39811
1.11 2.40461
1.16 2.41332
1.21 2.4246
1.26 2.43877
1.31 2.45615
1.36 2.47697
1.41 2.50146
1.46 2.52977
1.51 2.56204
1.56 2.59834
1.61 2.63873
1.66 2.68322
1.71 2.73179
1.76 2.78441
1.81 2.84102
1.86 2.90155
1.91 2.96592
1.96 3.03402
2.01 3.10576
2.06 3.18103
2.11 3.25972
2.16 3.3417
2.21 3.42687
2.26 3.51512
2.31 3.60631
2.36 3.70035
2.41 3.79711
2.46 3.89649
2.51 3.99839
2.56 4.10269
2.61 4.20931
2.66 4.31814
2.71 4.42908
2.76 4.54206
2.81 4.65697
2.86 4.77375
2.91 4.8923
2.96 5.01256
3.01 5.13444
3.06 5.25789
3.11 5.38282
3.16 5.50919
3.21 5.63692
3.26 5.76596
3.31 5.89625
3.36 6.02775
3.41 6.16039
3.46 6.29413
3.51 6.42893
3.56 6.56474
3.61 6.70152
3.66 6.83922
3.71 6.97782
3.76 7.11728
3.81 7.25755
3.86 7.39861
3.91 7.54042
3.96 7.68296
4.01 7.8262
4.06 7.97011
4.11 8.11466
4.16 8.25982
4.21 8.40558
4.26 8.55192
4.31 8.6988
4.36 8.84621
4.41 8.99413
4.46 9.14254
4.51 9.29143
4.56 9.44076
4.61 9.59054
4.66 9.74074
4.71 9.89134
4.76 10.0423
4.81 10.1937
4.86 10.3455
4.91 10.4975
4.96 10.65
