0.01 0.961961
0.06 1.24279
0.11 1.56283
0.16 1.6319
0.21 1.63785
0.26 1.6381
0.31 1.6381
0.36 1.6381
0.41 1.6381
0.46 1.6381
0.51 1.63811
0.56 1.63811
0.61 1.63816
0.66 1.63835
0.71 1.6389
0.76 1.64013
0.81 1.6425
0.86 1.64651
0.91 1.6527
0.96 1.66154
1.01 1.67349
1.06 1.68892
1.11 1.70813
1.16 1.73134
1.21 1.75869
1.26 1.79028
1.31 1.82612
1.36 1.8662
1.41 1.91046
1.46 1.9588
1.51 2.01111
1.56 2.06725
1.61 2.12709
1.66 2.19048
1.71 2.25725
1.76 2.32725
1.81 2.40034
1.86 2.47634
1.91 2.55513
1.96 2.63655
2.01 2.72046
2.06 2.80673
2.11 2.89524
2.16 2.98586
2.21 3.07848
2.26 3.17298
2.31 3.26927
2.36 3.36725
2.41 3.46682
2.46 3.5679
2.51 3.6704
2.56 3.77425
2.61 3.87938
2.66 3.98571
2.71 4.09318
2.76 4.20174
2.81 4.31131
2.86 4.42186
2.91 4.53332
2.96 4.64566
3.01 4.75882
3.06 4.87277
3.11 4.98746
3.16 5.10286
3.21 5.21893
3.26 5.33564
3.31 5.45295
3.36 5.57085
3.41 5.68929
3.46 5.80826
3.51 5.92773
3.56 6.04767
3.61 6.16806
3.66 6.28889
3.71 6.41013
3.76 6.53176
3.81 6.65377
3.86 6.77614
3.91 6.89886
3.96 7.0219
4.01 7.14525
4.06 7.26891
4.11 7.39286
4.16 7.51708
4.21 7.64156
4.26 7.7663
4.31 7.89128
4.36 8.0165
4.41 8.14194
4.46 8.26759
4.51 8.39345
4.56 8.51951
4.61 8.64576
4.66 8.77219
4.71 8.89879
4.76 9.02557
4.81 9.15251
4.86 9.2796
4.91 9.40685
4.96 9.53424
